income,loan_amount,interest_rate,previous_loan_status,loan_approved,default_risk_score
574368,1180249,10.96,1,0,100.0
525800,136796,14.18,1,0,43.1
1693672,1135052,10.85,1,0,57.29
916438,707129,12.13,1,0,65.45
681862,354422,9.16,0,0,48.26
1324866,1276642,14.14,1,0,78.01
1305209,810395,13.24,1,0,57.44
1369694,176259,6.67,1,1,23.32
898961,888628,10.76,1,1,74.94
1251690,1459399,13.97,0,0,89.05
1012934,1277933,12.93,1,0,93.37
249768,967293,14.63,1,0,100.0
1558848,1285147,7.31,1,0,53.35
1661820,593708,8.67,1,1,32.04
1173069,1254884,10.07,0,0,73.11
283123,842650,7.33,1,0,100.0
1881119,174283,8.94,1,1,18.4
366405,493108,10.38,1,0,90.17
203174,779391,6.91,1,0,100.0
317769,280461,7.57,1,0,64.23
497542,264202,6.25,0,0,40.25
629145,192298,12.13,1,0,38.34
1383969,697396,8.62,1,1,39.1
1634269,1019775,7.2,0,0,50.42
1999907,846478,10.07,1,1,45.54
966868,296027,5.68,1,1,29.71
1435069,953894,14.23,1,0,66.13
796923,87117,7.94,1,1,16.95
1128864,1228556,13.86,1,0,83.45
1914249,972469,9.98,0,0,43.11
967166,1079300,13.5,0,0,85.45
417070,1308520,7.47,1,0,100.0
599017,238349,6.75,0,0,30.98
1131775,591661,13.49,1,0,56.62
1657867,95452,7.13,0,0,19.63
1744247,1279737,12.46,1,0,66.52
569359,1105230,8.45,1,0,100.0
1398632,998784,12.48,1,0,58.7
1074527,1285789,14.08,0,0,88.47
1047374,173319,14.82,0,0,42.35
343933,942078,8.6,1,0,100.0
1347546,269015,8.68,1,1,31.16
1330779,973864,14.81,0,0,61.44
1440895,628256,13.62,0,0,47.74
1448749,709103,5.45,1,1,39.73
701946,1498951,10.73,1,0,100.0
876337,213223,6.81,0,0,25.98
1692409,181590,14.94,0,0,33.71
1466302,328796,6.39,1,1,25.45
1074609,295615,10.59,1,1,31.56
1845766,825492,11.65,1,1,47.19
292172,1038515,14.37,0,0,100.0
870990,1463209,13.47,1,0,100.0
744344,284537,7.46,1,1,33.65
1387030,1271996,10.73,1,0,62.61
1304315,780782,14.54,0,0,58.35
248639,1175577,12.36,0,0,100.0
653054,126757,11.88,1,1,34.11
639257,183407,12.55,1,0,37.01
987424,294348,8.23,1,1,29.65
796682,705860,12.29,1,0,69.98
529801,1321859,7.33,1,0,100.0
1013592,418742,9.28,1,1,36.57
382447,262328,13.9,0,0,63.87
548586,448759,5.19,1,1,51.52
874932,1084938,9.14,1,0,76.33
580069,757597,7.67,1,1,81.3
204136,1456891,6.99,1,0,100.0
261868,795076,13.39,1,0,100.0
544407,580901,11.96,1,1,73.32
1018599,946465,6.13,1,1,62.26
310957,1296511,9.94,1,0,100.0
739767,1008044,9.67,1,0,84.83
319392,912634,6.43,1,0,100.0
1935312,135666,13.0,0,0,26.69
860183,596356,8.67,1,1,48.02
980516,885489,12.62,1,0,70.51
1450104,855378,6.92,1,1,45.56
1006017,725907,8.15,1,1,51.49
1483423,659525,5.95,1,1,36.11
1061501,1084628,6.43,1,0,67.56
1550615,317913,13.83,1,0,42.5
465864,1177775,6.09,1,0,100.0
481411,1202798,5.96,1,0,100.0
1395344,1083281,14.4,0,0,65.29
885328,283931,11.46,0,0,42.66
515508,216234,6.01,1,1,36.9
616561,531604,14.72,1,0,70.77
251567,83434,6.47,1,0,30.98
291229,858534,12.66,1,0,100.0
1179111,1120112,5.35,1,0,58.28
1661177,773130,11.25,1,1,47.98
1725450,1203215,10.47,1,0,58.82
1447892,493604,7.08,0,0,34.92
1969361,605435,11.43,1,1,38.38
1064950,1411246,11.17,1,0,93.02
807132,1253307,12.98,1,0,100.0
1412567,154663,13.76,1,0,29.51
1863561,1484953,10.1,1,0,61.17
1830060,73088,9.9,1,1,19.78
839888,1167040,11.22,1,0,90.64
824913,896430,12.29,1,0,82.0
1721193,1388904,8.56,1,0,62.2
1117999,201171,10.05,1,1,32.8
1031187,1037314,10.85,1,0,70.26
1281900,1136315,14.88,1,0,73.62
1065361,1238037,10.88,0,0,84.7
594768,67352,7.24,0,0,24.38
251272,176788,10.88,0,0,61.71
629069,464364,13.19,1,0,62.62
449264,642328,13.57,0,0,100.0
888284,1026124,13.0,0,0,87.47
1927825,1454999,13.88,1,0,60.94
436538,1193006,8.35,1,0,100.0
778963,500330,10.08,1,1,56.11
715447,1008215,12.8,0,0,94.95
1322167,690245,7.64,1,1,39.17
1711982,592036,8.72,0,0,32.46
353706,165158,13.31,1,0,48.72
1543083,1318165,12.7,1,0,65.55
1443400,1294930,14.71,1,0,69.31
539148,765720,14.96,1,0,97.66
1173902,1370966,7.41,1,0,77.04
953818,291851,14.0,1,0,39.06
1027150,109395,5.95,0,0,16.36
1362203,1052378,12.1,0,0,62.39
1986852,1411020,7.2,1,0,52.69
489014,1494878,8.0,1,0,100.0
1285970,272143,14.46,1,0,37.6
1038489,836401,7.63,1,1,50.67
1328371,851292,11.73,1,1,59.53
542553,591301,6.78,0,0,69.91
242137,450623,5.93,1,0,100.0
1641945,1123511,8.39,1,0,54.87
338925,550229,11.24,0,0,99.52
736667,623367,7.48,1,1,55.95
1133296,84111,8.0,0,0,20.35
321169,892982,12.09,1,0,100.0
1418015,256769,6.03,0,0,22.66
1397748,532333,9.47,0,0,35.96
1898946,268008,14.42,0,0,38.48
575233,90565,8.97,0,0,24.87
1180960,1117859,9.34,1,0,62.26
1783913,1329938,12.38,1,0,64.44
1642578,661204,12.79,1,0,49.83
663120,1178128,12.7,1,0,100.0
1934635,1088734,14.98,1,0,58.99
1034123,88233,5.71,1,1,17.56
1416688,334839,14.82,1,0,44.77
973815,1057992,14.5,1,0,80.3
424062,223806,13.52,0,0,54.13
257986,393401,9.54,1,0,97.73
631978,837937,13.71,0,0,90.71
1927536,1016212,7.21,0,0,40.51
1605494,355758,12.92,1,0,36.56
1994713,1099586,6.85,1,0,44.66
1989639,294300,13.15,1,0,36.47
1353891,200933,11.15,1,1,27.04
519348,829470,5.98,0,0,89.15
1530805,714729,13.95,1,0,53.48
902214,732031,10.78,1,1,64.52
1716589,1042904,11.56,1,0,50.29
1988205,1163088,7.84,0,0,44.04
895139,1196602,13.72,1,0,97.54
1960143,1174232,10.45,1,0,46.65
425687,409830,9.21,1,0,65.3
1544700,1273786,10.34,0,0,63.36
1042549,1283068,12.03,0,0,88.31
345213,1035593,11.95,1,0,100.0
864704,327633,8.58,0,0,35.08
215896,109789,8.85,1,0,48.05
289353,1410423,10.62,1,0,100.0
229813,1175201,14.24,1,0,100.0
1988367,571564,12.45,1,0,39.37
1314255,577339,8.9,0,0,37.16
866041,219162,8.37,1,1,29.98
1976839,880989,10.24,0,0,39.96
1646374,445771,13.7,0,0,40.37
409755,1045807,5.09,0,0,100.0
473541,1226414,12.1,1,0,100.0
1547731,640282,7.95,1,1,41.01
1852047,426149,7.08,0,0,22.69
555398,852498,5.12,1,1,91.9
1686056,710081,13.97,0,0,53.4
1815181,842736,14.12,0,0,47.58
1427562,1341517,5.61,1,0,62.33
415705,805584,10.22,0,0,100.0
1241741,390907,6.53,1,1,32.59
1949190,423167,12.59,1,0,40.49
1550816,692059,11.65,0,0,49.2
515929,125842,7.97,0,0,27.16
252344,52589,6.17,1,0,24.13
970348,437167,13.31,1,0,48.79
675859,1330193,11.74,1,0,100.0
1106814,104918,5.07,1,1,12.39
923906,57711,11.28,1,1,25.1
658819,1316548,13.1,1,0,100.0
1408060,371574,10.91,1,1,38.45
1359065,768687,9.25,0,0,51.36
644874,1328890,10.84,0,0,100.0
1741633,800506,11.2,1,1,46.89
1691341,939037,11.4,1,1,52.5
211549,308989,14.67,1,0,99.28
1713008,1430255,6.79,1,0,54.0
225739,923002,11.23,1,0,100.0
1007641,171315,6.88,0,0,27.12
831339,1003680,7.1,1,0,79.15
1263692,1472831,11.69,1,0,84.87
744333,353874,14.16,0,0,51.82
1143831,1221828,6.59,1,0,64.23
235709,1235598,14.62,1,0,100.0
1177643,1303159,8.19,0,0,69.39
1930841,1020513,8.91,0,0,44.47
1181652,1054354,6.54,0,0,55.14
1976539,992781,11.16,1,1,52.15
429167,732121,10.96,1,0,100.0
505063,245507,9.42,1,1,39.89
1069953,113944,9.76,0,0,27.5
686121,515718,11.23,1,1,56.56
1200904,1206013,10.83,1,0,76.67
419222,1225370,8.74,0,0,100.0
913806,384267,13.84,0,0,52.89
907788,335024,11.68,1,1,43.44
1165398,1038131,7.05,1,0,59.98
1198653,1064170,8.2,1,0,64.94
992879,924261,12.88,1,0,72.44
1778363,706921,6.05,0,0,30.98
1811905,103205,12.5,0,0,25.02
1542035,156948,8.59,0,0,18.71
332371,1420530,10.52,0,0,100.0
582650,425233,7.81,1,1,48.39
1222509,1429912,14.86,1,0,87.14
860354,661442,14.06,0,0,65.65
950774,268480,14.28,1,0,44.32
1460811,565985,6.85,0,0,30.86
982119,178514,13.42,0,0,39.31
1124993,869409,10.35,0,0,56.42
553791,54983,12.08,0,0,32.02
1543075,745269,7.18,0,0,42.01
1584525,1075926,12.12,1,0,55.12
1579087,1294128,14.14,1,0,72.35
1620626,1409749,7.67,1,0,60.97
1628129,217806,7.33,1,1,25.09
1063787,779714,6.04,1,1,48.83
316220,1306102,7.67,1,0,100.0
421421,1337602,10.36,1,0,100.0
549317,691800,13.33,1,0,92.53
988428,116786,7.79,1,1,16.7
1030819,316902,11.21,1,1,42.19
1232469,1463387,9.8,0,0,83.45
1251665,1460877,7.89,1,0,72.69
1085259,132673,10.1,0,0,21.41
1531379,1458359,6.68,0,0,61.5
1555898,202904,11.4,0,0,33.46
1761845,969372,6.16,1,1,36.07
820253,309111,12.31,0,0,44.37
805556,689157,6.78,1,1,58.65
547186,1343520,14.98,0,0,100.0
1617191,485078,13.24,1,0,41.61
1450374,331872,8.44,1,1,24.21
1580831,483073,9.26,1,1,34.38
437103,531537,7.59,1,0,75.4
889925,699307,12.67,1,0,62.28
289242,1497072,8.81,1,0,100.0
1623924,1201124,12.55,1,0,60.9
1247146,445380,5.18,1,1,30.21
1402532,1482009,6.36,1,0,68.46
784326,535940,8.65,1,1,48.25
1830650,1489788,6.09,0,0,49.06
1096068,391768,11.01,1,1,34.97
960330,367234,5.51,0,0,28.2
1035726,1272178,13.6,1,0,91.77
933375,1202849,12.61,1,0,92.38
365250,306196,7.16,0,0,59.95
722820,273626,9.84,1,1,41.21
462678,260704,9.52,1,0,42.45
1022564,286579,12.25,1,0,37.37
498254,992302,9.02,1,0,100.0
1962690,444079,5.33,1,1,17.33
1050012,590436,7.74,1,1,43.38
1664261,136545,9.66,1,1,22.02
1574736,1153035,14.74,1,0,66.68
246233,788705,13.81,1,0,100.0
1446356,378333,6.81,1,1,27.58
651448,451345,12.23,1,0,54.75
948810,141954,14.37,1,0,35.46
1203941,994545,5.09,1,1,50.01
306311,663667,12.21,0,0,100.0
1807273,333197,9.59,1,1,26.52
1650530,932816,11.8,1,1,46.86
696246,546626,11.06,0,0,59.62
229709,1266852,14.85,1,0,100.0
1882185,282415,7.89,1,1,27.5
1248939,963107,12.86,1,0,60.02
694829,1454469,7.35,1,0,100.0
596456,504318,9.36,0,0,60.91
1713993,1237939,14.75,1,0,65.74
245689,328429,12.66,1,0,95.04
1512656,1059926,8.16,1,0,53.31
1098704,373733,11.19,1,1,36.76
1863938,63944,5.5,0,0,7.97
375037,675329,7.66,1,0,100.0
408606,931993,12.18,0,0,100.0
1249458,51607,10.7,1,1,24.45
1662016,1358890,9.7,1,0,64.71
979110,1101529,11.91,1,0,80.57
1374441,1044426,8.98,0,0,53.81
1229516,898115,5.26,0,0,43.83
1896609,1080661,9.41,1,0,42.58
1672617,946020,14.02,1,0,57.55
1712532,1088525,13.57,1,0,59.5
228885,1371874,9.09,1,0,100.0
1943992,961974,5.22,1,1,32.12
596419,1305522,11.36,0,0,100.0
915601,1398413,12.41,0,0,100.0
595460,764090,7.94,1,1,75.24
560466,1359668,9.77,0,0,100.0
1232833,401314,14.92,1,0,41.5
1579339,619399,10.76,1,1,38.05
221584,1042957,8.51,1,0,100.0
1953953,518897,11.27,1,1,32.31
1019973,1324901,6.8,1,0,79.56
753351,351635,6.99,1,1,35.79
1318844,1115481,14.25,1,0,72.12
980594,1128849,7.39,1,0,75.86
1899082,1223767,8.11,0,0,46.31
1628926,1476656,10.44,1,0,61.99
1706744,1255882,14.0,1,0,61.83
1996990,1308533,12.81,1,0,57.77
1419211,116538,5.44,0,0,15.14
370824,1203146,11.93,0,0,100.0
950593,737933,10.04,1,1,54.06
1644359,312025,9.76,0,0,31.58
1657913,1481852,11.92,1,0,64.26
800699,245392,6.96,1,1,25.02
1358452,1227569,14.81,1,0,76.34
1446729,847762,11.45,0,0,56.29
884500,1321688,8.66,0,0,89.91
864687,1310164,11.0,1,0,95.45
1188167,197083,7.16,1,1,23.79
223331,1182113,11.34,1,0,100.0
223004,635273,5.28,1,0,100.0
1487017,481508,8.41,1,1,30.51
1105675,696592,12.48,1,0,58.86
1652284,186322,13.08,1,0,29.87
648013,308116,7.53,1,1,39.28
389167,83087,10.39,1,0,28.36
1131253,1174528,10.28,1,0,68.93
1861908,86368,9.21,1,1,25.09
482260,907247,7.28,0,0,100.0
742955,1189269,12.03,1,0,99.14
1585777,633188,7.52,0,0,37.94
1847069,1477206,14.11,0,0,70.12
1275878,750526,10.29,1,1,48.25
1653075,272182,13.7,1,0,35.27
1410583,206405,7.91,1,1,22.64
796822,181016,13.07,1,0,35.25
1998278,1327723,6.14,1,0,50.31
1411272,98070,12.67,1,0,29.25
1262016,450337,8.87,1,1,39.55
573145,720037,9.7,1,1,83.07
1557221,761921,6.67,1,1,39.71
594485,1064281,5.19,1,0,95.19
994300,923841,11.66,1,1,69.9
885611,1136240,10.88,0,0,88.12
540053,966358,11.22,1,1,100.0
1857387,989947,7.55,1,1,43.53
894089,361356,7.39,0,0,30.83
740022,1051635,13.3,1,0,100.0
1946365,1173852,12.61,1,0,60.15
1420985,115231,8.37,0,0,22.06
1682117,1268692,11.38,0,0,56.24
545744,1382467,13.28,1,0,100.0
707173,811816,13.89,1,0,87.59
864471,1360757,5.06,1,0,93.16
1876850,147847,13.13,1,0,25.65
1886647,827725,8.5,1,1,41.69
1460231,98503,12.18,1,0,24.06
1715412,864639,8.71,1,1,45.53
1920389,552376,11.06,1,1,40.39
1989780,1393961,11.47,1,0,61.58
632184,1456891,9.05,1,0,100.0
1409725,309966,10.13,0,0,31.26
439654,953734,12.26,1,0,100.0
627991,122832,9.76,1,1,29.49
1437792,1382103,5.14,0,0,55.24
1425745,436435,5.13,0,0,29.99
1010935,813389,11.61,1,1,62.18
858139,839106,13.47,0,0,77.07
1073272,1474820,12.85,1,0,91.4
1380403,1470089,8.1,1,0,65.55
501407,1142370,9.71,1,0,100.0
517231,969580,7.34,0,0,100.0
775770,1227120,14.89,1,0,100.0
322989,87555,7.61,0,0,26.89
1659192,868838,9.16,0,0,43.24
1026547,90262,11.81,1,1,30.97
476393,792021,13.76,1,0,100.0
1164329,511333,5.51,1,1,37.19
834649,342428,8.01,1,1,32.66
499850,725531,10.69,1,0,98.27
1609761,473751,11.18,1,1,38.97
241139,139023,5.7,0,0,38.67
839207,257012,11.64,1,1,33.66
971965,214772,10.28,0,0,34.63
503446,1140092,13.28,1,0,100.0
1474332,1376297,7.22,1,0,65.94
1598558,1057338,6.95,0,0,46.21
1185663,305623,12.93,1,0,34.45
864006,589303,12.04,1,0,56.32
1917479,141104,12.92,0,0,27.62
1998432,1475132,12.82,1,0,58.57
1245716,403884,6.04,0,0,28.54
1926721,378784,7.79,0,0,26.46
1064785,1228092,7.6,1,0,75.16
1599712,1013208,14.35,0,0,55.88
1037860,1272017,9.87,1,0,78.77
1796641,1185583,6.11,0,0,43.77
257939,792003,7.9,0,0,100.0
1694818,97728,13.72,1,0,34.34
223548,851310,13.47,0,0,100.0
656437,559958,14.0,1,0,70.52
1898413,965357,8.89,1,1,42.45
633917,1107721,11.41,0,0,100.0
644503,68226,7.78,0,0,18.71
337799,1363522,6.81,0,0,100.0
965820,598407,5.22,1,1,37.87
381789,1162136,7.23,0,0,100.0
625643,107353,11.04,1,1,29.36
1920628,1344317,14.04,1,0,63.5
1804489,435145,6.33,1,1,25.76
634352,645929,14.18,0,0,82.64
1887745,101712,8.45,1,1,15.41
1694201,495405,9.27,0,0,32.99
1002009,1025288,8.65,0,0,72.4
1595875,380429,9.09,1,1,28.4
311776,165278,7.59,1,0,41.13
1085678,559272,11.99,0,0,45.59
982119,215201,12.58,0,0,38.62
713624,860944,13.23,1,0,82.63
412803,784391,8.41,1,0,100.0
358761,506770,12.65,0,0,94.67
1915090,1362784,11.38,1,0,56.72
697873,669902,14.58,1,0,78.01
557092,1281215,9.25,1,0,100.0
221341,167639,14.92,0,0,66.76
559698,1390731,12.4,1,0,100.0
1454329,1431872,12.76,0,0,74.83
508474,778871,5.26,1,1,84.78
973429,60960,9.97,1,1,19.1
1598479,536744,10.28,0,0,40.34
923776,1220365,5.41,1,0,78.9
1597527,371064,8.12,1,1,23.7
1019745,857819,14.56,1,0,67.81
509044,458540,9.26,0,0,59.56
278840,638248,6.87,0,0,100.0
1414343,172994,10.13,0,0,29.1
361297,1393348,5.34,0,0,100.0
1072504,957701,10.16,1,1,68.18
249156,780456,10.94,0,0,100.0
408281,877530,8.58,0,0,100.0
287453,744595,12.63,1,0,100.0
1931765,1447581,6.36,1,0,53.65
1198412,77949,13.78,1,0,27.98
225938,1252469,14.55,1,0,100.0
259164,1301260,5.01,1,0,100.0
647746,989536,13.43,0,0,100.0
923559,385681,10.06,1,1,39.38
784570,428147,9.61,1,1,42.24
1558521,1311641,7.39,1,0,59.01
602681,1074483,9.47,0,0,100.0
1514046,624989,14.5,1,0,46.68
1931530,886943,7.11,1,1,38.7
1364395,130664,6.79,1,1,23.17
1515483,461496,7.42,1,1,30.05
681873,1138003,10.52,0,0,100.0
341900,147180,14.3,1,0,46.75
1558308,677838,10.74,1,1,39.84
997653,1176528,7.43,0,0,73.41
604427,116046,9.4,1,1,31.85
737857,156918,8.9,1,1,32.52
1476542,1428162,5.47,0,0,60.72
237860,665358,10.11,0,0,100.0
402630,884754,6.26,1,0,100.0
1771801,1049488,13.42,1,0,54.38
868875,1005200,10.49,1,0,76.02
795983,1168822,13.45,1,0,100.0
453078,1077348,14.56,1,0,100.0
966887,589871,14.43,1,0,63.18
568893,1443440,6.0,0,0,100.0
1204731,498431,14.45,1,0,53.55
1404552,449325,12.96,1,0,37.18
915295,1337861,12.78,1,0,96.18
1192652,371901,5.9,0,0,30.44
1254212,843091,6.8,1,1,46.45
461578,1361958,14.75,1,0,100.0
1587849,695558,7.13,1,1,39.12
483816,955643,6.69,0,0,100.0
1476269,65064,8.62,1,1,19.01
721393,1260763,14.13,1,0,100.0
1249230,939417,9.76,1,1,59.93
778921,1142834,14.21,1,0,100.0
1265719,709830,8.34,1,1,48.39
780222,989507,7.27,1,1,79.41
1578054,861100,9.95,1,1,44.04
827751,1437979,11.15,1,0,100.0
325851,686480,8.91,0,0,100.0
753375,1457296,8.46,1,0,100.0
866978,679769,7.18,0,0,50.53
994878,1261694,7.75,1,0,75.97
511011,1300625,11.73,0,0,100.0
644244,520471,8.7,1,1,57.33
358272,55397,5.8,1,0,19.41
426179,936357,6.38,1,0,100.0
1074506,657769,8.72,1,1,47.17
1965401,203305,14.25,0,0,34.17
1751292,1421028,8.79,1,0,54.36
1466084,1299374,5.61,0,0,56.16
1891286,506435,9.18,1,1,33.85
550036,575418,11.69,1,1,79.43
1468207,588359,10.94,1,1,39.93
582188,422384,7.79,1,1,54.33
239148,576406,11.88,0,0,100.0
1400346,1160984,11.31,0,0,64.1
635686,1150362,6.72,1,0,100.0
685287,655559,6.62,1,1,62.27
1960399,69158,10.47,1,1,21.36
495901,138114,11.59,0,0,39.23
278012,758481,14.62,1,0,100.0
1113475,571358,9.22,0,0,48.28
1187751,594162,12.65,1,0,55.11
256116,289139,6.17,0,0,64.74
344233,919875,13.9,1,0,100.0
1280728,1421302,11.33,0,0,77.47
306379,172603,11.29,1,0,49.59
1475481,1032207,6.42,0,0,44.6
1269412,547821,5.4,1,1,35.7
421439,1491525,12.01,1,0,100.0
1435296,1274301,6.17,0,0,57.79
1405979,918450,6.27,1,1,44.67
1390411,937024,6.88,1,1,46.34
1055876,928058,5.98,1,1,58.77
817397,828873,11.25,0,0,73.47
1398835,999756,9.22,1,1,55.25
1391605,516548,7.66,1,1,29.88
597595,384943,9.41,1,1,50.74
806306,374329,13.44,1,0,46.4
1895940,353682,14.27,1,0,33.41
1931041,548905,9.87,1,1,35.85
1642669,1310046,10.67,1,0,58.96
1952289,170026,7.57,1,1,24.15
1988521,284257,10.14,1,1,28.48
1594028,1151682,12.48,1,0,62.54
1693359,1179803,9.92,1,0,51.64
520057,496295,8.02,1,1,60.04
726925,730388,10.82,0,0,72.13
665994,736426,14.47,1,0,88.48
1028457,693887,13.88,1,0,57.05
956547,804077,12.69,0,0,67.49
561652,1182046,7.76,1,0,100.0
806752,818378,7.42,1,1,68.38
1539462,1236789,13.39,1,0,68.77
736119,1144526,6.81,0,0,87.33
313768,328369,11.06,1,0,75.61
971271,543466,9.39,1,1,51.59
1595812,1054627,9.68,1,0,52.68
1077311,1393679,9.55,1,0,81.64
1112969,885624,14.0,0,0,64.31
1164266,129711,5.87,1,1,22.21
829112,191123,12.83,1,0,37.82
1216462,252500,13.35,1,0,35.83
1337317,315593,14.43,0,0,37.8
1267406,1008599,9.53,1,0,63.35
1565764,1464933,10.0,0,0,68.05
1060380,674533,14.61,0,0,56.6
269202,1195645,9.58,1,0,100.0
499189,283597,10.04,1,0,52.88
417394,598196,8.32,0,0,90.4
1759049,416991,5.32,1,1,18.53
1450699,957342,9.33,0,0,52.89
357699,828628,11.55,1,0,100.0
477342,999826,11.9,1,0,100.0
1055953,850444,5.07,0,0,48.15
704655,67412,13.01,0,0,29.63
1879335,1063654,9.92,1,0,44.81
436824,1470750,10.21,1,0,100.0
1760790,317800,14.62,1,0,35.16
1267979,1238615,7.84,1,0,59.77
1252257,528174,12.62,1,0,41.79
553699,852305,10.75,1,1,100.0
1248072,1297455,12.01,1,0,79.04
1888124,200595,9.18,1,1,20.08
1946228,622735,7.79,1,1,33.26
829674,99757,10.46,0,0,29.39
598845,834402,8.75,0,0,82.68
293246,1349071,7.23,1,0,100.0
1344440,1489485,13.39,1,0,82.8
408886,1311492,9.76,1,0,100.0
470561,1038892,13.47,0,0,100.0
1629608,841894,9.74,1,1,45.89
1414413,428976,10.57,1,1,31.61
1060931,1261443,14.95,1,0,91.19
1493736,775166,14.52,1,0,52.03
387646,360609,7.72,1,0,60.08
1220332,504325,13.69,1,0,50.41
1732337,140027,8.9,1,1,24.55
983566,100528,5.71,1,1,14.99
1014107,1396950,10.76,1,0,86.29
1505257,98242,14.77,1,0,35.5
1714059,509099,14.74,1,0,48.03
1944499,1213264,6.26,0,0,48.36
735620,576071,12.71,1,0,62.75
979105,78390,13.03,1,0,26.3
1005609,1170678,8.69,1,0,79.96
1116992,1378146,11.59,1,0,83.87
420326,1129326,9.88,1,0,100.0
923807,632476,7.28,1,1,48.78
1510425,323016,12.61,0,0,32.82
519248,1490580,7.63,1,0,100.0
546479,753446,8.4,0,0,83.94
1625658,281360,6.9,0,0,27.33
1329306,1324016,12.19,1,0,75.58
1646743,919946,9.59,1,1,47.03
1486050,793537,9.43,1,1,45.7
490477,142663,11.05,1,0,37.68
483817,723439,6.57,1,0,91.63
1100853,1303732,13.98,1,0,83.63
1813734,1211384,9.65,1,0,53.69
453017,160091,8.67,0,0,33.23
851824,935704,6.27,1,1,68.18
533245,623681,6.68,1,1,72.02
1009253,1168346,14.2,0,0,81.58
1274070,1074146,9.57,1,0,62.12
1872341,1073157,12.22,1,0,55.19
1636803,849800,5.81,1,1,35.04
1978096,235385,11.43,1,1,24.88
574842,98838,14.22,0,0,34.15
573704,583022,8.0,0,0,68.18
1642627,681475,10.79,1,1,42.01
1242630,149329,14.4,0,0,38.46
480790,570146,12.19,1,0,81.52
323777,905327,5.62,1,0,100.0
1850224,808921,8.79,1,1,39.72
1548055,1219000,5.86,1,0,50.69
1055783,1024335,13.61,1,0,76.21
1101366,370217,11.22,0,0,37.37
333501,294042,14.56,1,0,69.87
1552670,275683,5.2,1,1,22.31
784942,1314123,9.23,0,0,97.56
569566,1342179,6.04,1,0,100.0
1620654,852056,8.5,1,1,39.16
319975,1296919,6.62,1,0,100.0
923503,1385035,8.29,1,0,90.22
1601906,1378142,13.19,1,0,64.7
1614954,744497,6.61,1,1,32.03
1875190,122663,9.74,1,1,19.74
1326103,151216,14.22,1,0,37.01
548848,824888,14.99,1,0,100.0
1681177,1355068,7.51,1,0,60.29
366991,344887,14.36,1,0,73.12
296952,584396,7.61,0,0,100.0
533260,1303282,9.14,0,0,100.0
665806,331027,13.78,0,0,49.21
1076058,618688,12.86,1,0,56.57
1682179,1275647,13.57,0,0,69.75
1919759,622239,13.0,1,0,39.94
246015,1498952,7.35,1,0,100.0
302877,716483,10.59,0,0,100.0
1526059,1475826,8.85,1,0,69.62
1771741,374078,9.6,1,1,30.54
1907427,80881,6.54,1,1,19.94
593922,1022920,8.16,1,0,100.0
1870357,1196747,13.58,0,0,61.21
871088,1351765,13.98,1,0,100.0
1124501,998161,11.1,1,1,71.1
1745329,267815,9.98,1,1,28.91
915768,361095,12.13,1,0,44.18
1175601,320896,11.09,0,0,34.7
591670,691627,14.84,1,0,83.9
631739,1143440,6.9,1,0,100.0
1894512,755051,9.49,1,1,34.02
1535883,136675,14.18,0,0,37.8
1921654,1047807,14.15,0,0,58.43
811796,334487,9.95,1,1,43.48
939127,274320,6.35,0,0,29.61
1550339,593961,13.15,0,0,45.3
1522846,1289602,10.85,0,0,59.92
1837790,1284346,12.73,1,0,56.13
240633,1455744,9.63,0,0,100.0
1457302,552857,7.04,1,1,28.05
1251893,819483,5.24,1,1,45.2
507124,1478166,10.59,1,0,100.0
1030547,88079,6.61,1,1,17.51
1965582,1142796,6.87,1,0,47.56
911323,201563,9.36,1,1,26.76
1689423,162878,9.42,0,0,26.51
1953252,1215159,7.74,0,0,48.33
1616084,98720,6.32,1,1,20.44
1701134,1330452,14.45,0,0,72.35
1526224,541567,6.32,1,1,26.67
923953,412812,8.51,1,1,37.44
619876,732192,8.05,0,0,78.67
1126109,1022322,13.66,1,0,70.0
1568108,456080,9.1,1,1,31.53
1460945,662666,6.24,1,1,36.42
1828365,1091137,5.1,1,0,40.67
908669,58177,12.22,0,0,29.05
227043,751475,12.15,1,0,100.0
233635,1483038,9.18,1,0,100.0
410387,495170,6.26,1,0,75.23
1329267,1264502,8.72,1,0,69.92
699730,1056148,10.9,1,0,95.83
1206891,1043459,12.04,1,0,62.75
1342520,662363,5.78,1,1,34.72
927467,1011454,10.56,0,0,79.76
655796,377371,7.76,1,1,40.13
1101699,456051,11.17,1,1,44.51
1764154,1378253,11.48,0,0,61.25
1197057,937889,14.11,1,0,71.61
1287812,1468224,9.1,0,0,79.49
1514870,268930,10.38,1,1,32.49
1622089,584561,7.68,0,0,29.36
1005855,729520,7.87,0,0,47.25
1777001,963456,5.46,1,1,34.39
754280,517601,7.86,1,1,48.25
1211942,558604,5.64,1,1,31.74
315140,1278636,14.64,1,0,100.0
375993,657748,11.24,1,0,100.0
1894089,298792,6.73,0,0,23.87
1721161,678759,6.17,0,0,35.51
1053349,678956,8.7,0,0,49.51
1584410,1451146,8.08,1,0,66.52
1544955,1113205,7.79,1,0,47.81
410047,885488,9.68,0,0,100.0
1791986,1219060,14.13,1,0,59.28
486100,1195851,10.68,1,0,100.0
263879,188966,10.21,0,0,55.39
782848,1144649,13.07,1,0,100.0
1238939,617383,5.04,1,1,32.02
